CustomerID,Recency,Frequency,Monetary,RecencyTile,FrequencyTile,MonetaryTile,RFM_Score,RFM_Level,LevelSegment
14139.0,46,1,415.82,3,1,2,312,6,Almost Lost
14140.0,3,2,935.05,4,2,3,423,9,Big Spenders
14141.0,2,4,915.13,4,3,3,433,10,Loyal Customer
14142.0,373,1,311.81,1,1,2,112,4,Lost Customers
14143.0,133,1,115.8,2,1,1,211,4,Lost Customers
14145.0,46,4,3742.2,3,3,4,334,10,Loyal Customer
14146.0,8,5,4191.0,4,3,4,434,11,Loyal Customer
14147.0,78,2,483.4,2,2,2,222,6,Almost Lost
14148.0,233,1,157.2,1,1,1,111,3,Lost Cheap Customers
14149.0,220,1,446.62,1,1,2,112,4,Lost Customers
14150.0,35,2,658.64,3,2,3,323,8,Big Spenders
14152.0,75,2,621.29,2,2,2,222,6,Almost Lost
14154.0,239,2,1345.62,1,2,3,123,6,Almost Lost
14155.0,266,1,118.75,1,1,1,111,3,Lost Cheap Customers
14157.0,19,2,424.89000000000004,3,2,2,322,7,Almost Lost
14158.0,40,1,507.65999999999997,3,1,2,312,6,Almost Lost
14159.0,19,11,4630.35,3,4,4,344,11,Loyal Customer
14161.0,215,3,1097.6200000000001,1,3,3,133,7,Almost Lost
14162.0,173,2,289.36,1,2,1,121,4,Lost Customers
14163.0,87,4,2445.91,2,3,4,234,9,Big Spenders
14164.0,70,2,1631.77,2,2,4,224,8,Big Spenders
14165.0,275,1,120.44,1,1,1,111,3,Lost Cheap Customers
14167.0,39,4,562.59,3,3,2,332,8,Big Spenders
14171.0,98,1,363.79,2,1,2,212,5,Lost Customers
14173.0,10,4,450.84,4,3,2,432,9,Big Spenders
14174.0,33,1,134.46,3,1,1,311,5,Lost Customers
14175.0,59,3,3222.3,2,3,4,234,9,Big Spenders
14176.0,297,4,576.9000000000001,1,3,2,132,6,Almost Lost
14177.0,86,4,549.46,2,3,2,232,7,Almost Lost
14178.0,8,7,1600.26,4,4,4,444,12,Best Customer
14179.0,40,2,701.57,3,2,3,323,8,Big Spenders
14180.0,10,25,4748.52,4,4,4,444,12,Best Customer
14184.0,66,1,452.89,2,1,2,212,5,Lost Customers
14185.0,331,1,197.65,1,1,1,111,3,Lost Cheap Customers
14188.0,30,6,2054.36,3,4,4,344,11,Loyal Customer
14189.0,2,15,4654.08,4,4,4,444,12,Best Customer
14191.0,1,13,4684.76,4,4,4,444,12,Best Customer
14193.0,67,2,853.39,2,2,3,223,7,Almost Lost
14194.0,4,21,11349.52,4,4,4,444,12,Best Customer
14195.0,201,2,1012.0,1,2,3,123,6,Almost Lost
14196.0,106,1,335.52,2,1,2,212,5,Lost Customers
14198.0,18,4,701.4,3,3,3,333,9,Big Spenders
14199.0,218,1,185.39999999999998,1,1,1,111,3,Lost Cheap Customers
14201.0,60,7,747.44,2,4,3,243,9,Big Spenders
14204.0,2,1,150.61,4,1,1,411,6,Almost Lost
14205.0,16,2,466.7,4,2,2,422,8,Big Spenders
14206.0,239,1,328.15999999999997,1,1,2,112,4,Lost Customers
14208.0,94,1,151.74,2,1,1,211,4,Lost Customers
14209.0,10,6,2073.43,4,4,4,444,12,Best Customer
14210.0,105,6,1905.8400000000001,2,4,4,244,10,Loyal Customer
14211.0,53,9,2241.1,2,4,4,244,10,Loyal Customer
14212.0,89,1,1070.48,2,1,3,213,6,Almost Lost
14214.0,30,5,1004.38,3,3,3,333,9,Big Spenders
14215.0,11,6,1789.72,4,4,4,444,12,Best Customer
14216.0,3,4,1839.3,4,3,4,434,11,Loyal Customer
14217.0,1,17,2004.98,4,4,4,444,12,Best Customer
14218.0,42,1,169.48000000000002,3,1,1,311,5,Lost Customers
14219.0,4,1,89.94,4,1,1,411,6,Almost Lost
14220.0,247,2,632.4000000000001,1,2,2,122,5,Lost Customers
14221.0,42,9,3432.8,3,4,4,344,11,Loyal Customer
14222.0,177,1,683.17,1,1,3,113,5,Lost Customers
14223.0,92,3,991.13,2,3,3,233,8,Big Spenders
14224.0,110,4,1009.73,2,3,3,233,8,Big Spenders
14226.0,28,5,2214.79,3,3,4,334,10,Loyal Customer
14227.0,26,10,3350.96,3,4,4,344,11,Loyal Customer
14229.0,51,3,1547.2,2,3,3,233,8,Big Spenders
14231.0,183,3,925.71,1,3,3,133,7,Almost Lost
14232.0,42,5,2048.07,3,3,4,334,10,Loyal Customer
14233.0,49,4,1462.72,3,3,3,333,9,Big Spenders
14234.0,22,4,754.12,3,3,3,333,9,Big Spenders
14235.0,75,5,3144.86,2,3,4,234,9,Big Spenders
14236.0,80,2,490.86,2,2,2,222,6,Almost Lost
14237.0,373,1,161.0,1,1,1,111,3,Lost Cheap Customers
14238.0,326,1,146.85,1,1,1,111,3,Lost Cheap Customers
14239.0,43,11,2380.85,3,4,4,344,11,Loyal Customer
14240.0,30,2,890.34,3,2,3,323,8,Big Spenders
14241.0,183,1,213.70000000000002,1,1,1,111,3,Lost Cheap Customers
14242.0,234,2,280.55,1,2,1,121,4,Lost Customers
14243.0,8,10,2588.77,4,4,4,444,12,Best Customer
14245.0,219,2,1693.45,1,2,4,124,7,Almost Lost
14246.0,110,3,1474.06,2,3,3,233,8,Big Spenders
14247.0,278,1,136.77,1,1,1,111,3,Lost Cheap Customers
14248.0,318,1,302.58,1,1,2,112,4,Lost Customers
14250.0,7,3,1904.05,4,3,4,434,11,Loyal Customer
14251.0,1,5,2879.7000000000003,4,3,4,434,11,Loyal Customer
14256.0,260,2,969.0600000000001,1,2,3,123,6,Almost Lost
14257.0,64,5,3099.7200000000003,2,3,4,234,9,Big Spenders
14258.0,9,9,12669.98,4,4,4,444,12,Best Customer
14259.0,141,1,120.0,2,1,1,211,4,Lost Customers
14261.0,50,2,1163.45,3,2,3,323,8,Big Spenders
14262.0,8,8,2618.23,4,4,4,444,12,Best Customer
14264.0,154,2,333.97,1,2,2,122,5,Lost Customers
14267.0,162,3,1516.24,1,3,3,133,7,Almost Lost
14270.0,331,1,492.65000000000003,1,1,2,112,4,Lost Customers
14271.0,225,1,112.32000000000001,1,1,1,111,3,Lost Cheap Customers
14272.0,73,2,437.96,2,2,2,222,6,Almost Lost
14273.0,51,4,559.97,2,3,2,232,7,Almost Lost
14276.0,98,3,1119.74,2,3,3,233,8,Big Spenders
14280.0,196,1,134.04,1,1,1,111,3,Lost Cheap Customers
14282.0,3,15,3701.44,4,4,4,444,12,Best Customer
14284.0,30,2,595.25,3,2,2,322,7,Almost Lost
14285.0,21,4,1910.01,3,3,4,334,10,Loyal Customer
14286.0,23,3,4628.75,3,3,4,334,10,Loyal Customer
14287.0,8,3,176.63,4,3,1,431,8,Big Spenders
14288.0,213,1,426.6,1,1,2,112,4,Lost Customers
14289.0,8,6,911.26,4,4,3,443,11,Loyal Customer
14290.0,11,5,2314.65,4,3,4,434,11,Loyal Customer
14291.0,1,11,3883.25,4,4,4,444,12,Best Customer
14292.0,7,9,4871.93,4,4,4,444,12,Best Customer
14293.0,3,4,1046.56,4,3,3,433,10,Loyal Customer
14295.0,40,1,166.20000000000002,3,1,1,311,5,Lost Customers
14297.0,17,4,1305.33,4,3,3,433,10,Loyal Customer
14298.0,8,44,51527.3,4,4,4,444,12,Best Customer
14299.0,8,9,3965.62,4,4,4,444,12,Best Customer
14300.0,18,1,43.2,3,1,1,311,5,Lost Customers
14301.0,117,1,640.14,2,1,2,212,5,Lost Customers
14304.0,222,1,383.45,1,1,2,112,4,Lost Customers
14305.0,71,3,1858.96,2,3,4,234,9,Big Spenders
14306.0,51,2,2093.32,2,2,4,224,8,Big Spenders
14307.0,88,6,2995.7200000000003,2,4,4,244,10,Loyal Customer
14309.0,8,9,2352.53,4,4,4,444,12,Best Customer
14311.0,242,1,310.26,1,1,2,112,4,Lost Customers
14312.0,46,6,1611.5900000000001,3,4,4,344,11,Loyal Customer
14314.0,106,1,120.0,2,1,1,211,4,Lost Customers
14315.0,44,6,2481.13,3,4,4,344,11,Loyal Customer
14317.0,64,1,508.58,2,1,2,212,5,Lost Customers
14320.0,206,2,477.79,1,2,2,122,5,Lost Customers
14321.0,10,5,1530.75,4,3,3,433,10,Loyal Customer
14323.0,114,2,605.0600000000001,2,2,2,222,6,Almost Lost
14326.0,242,1,183.85,1,1,1,111,3,Lost Cheap Customers
14327.0,163,1,311.65000000000003,1,1,2,112,4,Lost Customers
14329.0,17,7,4975.24,4,4,4,444,12,Best Customer
14331.0,124,2,462.66,2,2,2,222,6,Almost Lost
14332.0,22,3,840.21,3,3,3,333,9,Big Spenders
14333.0,67,1,415.2,2,1,2,212,5,Lost Customers
14334.0,16,8,2552.21,4,4,4,444,12,Best Customer
14336.0,16,4,1614.91,4,3,4,434,11,Loyal Customer
14338.0,161,2,588.22,1,2,2,122,5,Lost Customers
14339.0,242,1,309.52000000000004,1,1,2,112,4,Lost Customers
14340.0,218,1,134.7,1,1,1,111,3,Lost Cheap Customers
14341.0,45,8,2166.98,3,4,4,344,11,Loyal Customer
14342.0,21,4,668.5600000000001,3,3,3,333,9,Big Spenders
14344.0,127,8,889.9300000000001,2,4,3,243,9,Big Spenders
14345.0,38,1,108.98,3,1,1,311,5,Lost Customers
14346.0,120,2,1021.58,2,2,3,223,7,Almost Lost
14348.0,260,1,409.57,1,1,2,112,4,Lost Customers
14349.0,10,1,133.5,4,1,1,411,6,Almost Lost
14350.0,274,1,282.93,1,1,1,111,3,Lost Cheap Customers
14351.0,164,1,51.0,1,1,1,111,3,Lost Cheap Customers
14352.0,157,4,1078.96,1,3,3,133,7,Almost Lost
14353.0,215,1,90.6,1,1,1,111,3,Lost Cheap Customers
14354.0,5,2,163.62,4,2,1,421,7,Almost Lost
14355.0,365,1,174.4,1,1,1,111,3,Lost Cheap Customers
14356.0,79,2,701.23,2,2,3,223,7,Almost Lost
14357.0,43,1,225.12,3,1,1,311,5,Lost Customers
14359.0,19,3,912.1800000000001,3,3,3,333,9,Big Spenders
14360.0,31,4,2118.03,3,3,4,334,10,Loyal Customer
14362.0,22,1,151.5,3,1,1,311,5,Lost Customers
14364.0,108,8,3717.35,2,4,4,244,10,Loyal Customer
14367.0,8,16,9227.82,4,4,4,444,12,Best Customer
14368.0,319,1,155.0,1,1,1,111,3,Lost Cheap Customers
14371.0,295,1,100.5,1,1,1,111,3,Lost Cheap Customers
14373.0,358,1,76.55,1,1,1,111,3,Lost Cheap Customers
14375.0,185,1,235.56,1,1,1,111,3,Lost Cheap Customers
14377.0,191,2,617.05,1,2,2,122,5,Lost Customers
14379.0,44,2,348.1,3,2,2,322,7,Almost Lost
14381.0,52,1,202.68,2,1,1,211,4,Lost Customers
14382.0,26,1,615.49,3,1,2,312,6,Almost Lost
14383.0,38,3,1247.69,3,3,3,333,9,Big Spenders
14385.0,9,3,202.10999999999999,4,3,1,431,8,Big Spenders
14386.0,296,1,142.4,1,1,1,111,3,Lost Cheap Customers
14387.0,32,3,1727.6,3,3,4,334,10,Loyal Customer
14388.0,10,8,3212.84,4,4,4,444,12,Best Customer
14389.0,65,2,1043.46,2,2,3,223,7,Almost Lost
14390.0,10,9,4642.57,4,4,4,444,12,Best Customer
14393.0,218,1,67.95,1,1,1,111,3,Lost Cheap Customers
14395.0,2,9,3479.91,4,4,4,444,12,Best Customer
14396.0,65,2,487.99,2,2,2,222,6,Almost Lost
14397.0,2,19,2612.96,4,4,4,444,12,Best Customer
14400.0,149,1,574.7,1,1,2,112,4,Lost Customers
14401.0,4,13,4051.48,4,4,4,444,12,Best Customer
14403.0,130,4,1475.81,2,3,3,233,8,Big Spenders
14404.0,33,6,1449.32,3,4,3,343,10,Loyal Customer
14406.0,119,1,156.75,2,1,1,211,4,Lost Customers
14407.0,107,6,2157.73,2,4,4,244,10,Loyal Customer
14408.0,10,7,2599.03,4,4,4,444,12,Best Customer
14409.0,71,6,2059.4500000000003,2,4,4,244,10,Loyal Customer
14410.0,92,9,1100.27,2,4,3,243,9,Big Spenders
14411.0,310,1,1063.0,1,1,3,113,5,Lost Customers
14412.0,42,2,770.03,3,2,3,323,8,Big Spenders
14413.0,362,1,121.05,1,1,1,111,3,Lost Cheap Customers
14414.0,91,7,1496.98,2,4,3,243,9,Big Spenders
14415.0,1,13,5855.57,4,4,4,444,12,Best Customer
14416.0,22,2,490.22,3,2,2,322,7,Almost Lost
14418.0,3,3,1937.25,4,3,4,434,11,Loyal Customer
14419.0,10,6,1051.79,4,4,3,443,11,Loyal Customer
14420.0,99,1,387.52,2,1,2,212,5,Lost Customers
14421.0,57,2,813.11,2,2,3,223,7,Almost Lost
14422.0,0,6,4263.64,4,4,4,444,12,Best Customer
14423.0,218,1,265.2,1,1,1,111,3,Lost Cheap Customers
14424.0,17,1,322.08,4,1,2,412,7,Almost Lost
14426.0,23,10,4481.67,3,4,4,344,11,Loyal Customer
14427.0,50,2,363.34000000000003,3,2,2,322,7,Almost Lost
14428.0,7,5,1224.06,4,3,3,433,10,Loyal Customer
14431.0,302,1,470.36,1,1,2,112,4,Lost Customers
14432.0,9,6,2248.5,4,4,4,444,12,Best Customer
14434.0,21,6,1372.8,3,4,3,343,10,Loyal Customer
14436.0,98,1,89.06,2,1,1,211,4,Lost Customers
14437.0,365,1,63.0,1,1,1,111,3,Lost Cheap Customers
14438.0,306,1,131.9,1,1,1,111,3,Lost Cheap Customers
14440.0,8,5,2357.68,4,3,4,434,11,Loyal Customer
14441.0,0,4,1712.89,4,3,4,434,11,Loyal Customer
14443.0,53,4,1420.2,2,3,3,233,8,Big Spenders
14446.0,0,4,1010.35,4,3,3,433,10,Loyal Customer
14447.0,18,5,1163.23,3,3,3,333,9,Big Spenders
14448.0,9,2,375.35,4,2,2,422,8,Big Spenders
14449.0,18,4,885.8,3,3,3,333,9,Big Spenders
14450.0,180,3,483.25,1,3,2,132,6,Almost Lost
14451.0,60,2,643.9,2,2,2,222,6,Almost Lost
14452.0,10,2,259.05,4,2,1,421,7,Almost Lost
14453.0,190,1,119.93,1,1,1,111,3,Lost Cheap Customers
14456.0,5,9,3017.28,4,4,4,444,12,Best Customer
14457.0,310,1,113.64,1,1,1,111,3,Lost Cheap Customers
14459.0,155,1,1837.92,1,1,4,114,6,Almost Lost
14460.0,110,3,434.34,2,3,2,232,7,Almost Lost
14461.0,148,3,2103.06,1,3,4,134,8,Big Spenders
14462.0,66,11,1980.57,2,4,4,244,10,Loyal Customer
14463.0,98,3,529.62,2,3,2,232,7,Almost Lost
14465.0,246,3,1038.44,1,3,3,133,7,Almost Lost
14466.0,29,7,2272.4,3,4,4,344,11,Loyal Customer
14467.0,17,4,596.26,4,3,2,432,9,Big Spenders
14470.0,11,2,461.19,4,2,2,422,8,Big Spenders
14472.0,103,8,1852.67,2,4,4,244,10,Loyal Customer
14473.0,74,2,234.34,2,2,1,221,5,Lost Customers
14474.0,46,1,547.66,3,1,2,312,6,Almost Lost
14475.0,71,3,925.85,2,3,3,233,8,Big Spenders
14476.0,257,1,193.0,1,1,1,111,3,Lost Cheap Customers
14477.0,19,4,1309.6,3,3,3,333,9,Big Spenders
14479.0,253,2,316.25,1,2,2,122,5,Lost Customers
14480.0,11,1,279.05,4,1,1,411,6,Almost Lost
14481.0,164,2,636.51,1,2,2,122,5,Lost Customers
14482.0,18,6,2022.81,3,4,4,344,11,Loyal Customer
14483.0,281,1,137.1,1,1,1,111,3,Lost Cheap Customers
14484.0,50,1,321.92,3,1,2,312,6,Almost Lost
14485.0,38,1,162.8,3,1,1,311,5,Lost Customers
14487.0,26,6,1165.48,3,4,3,343,10,Loyal Customer
14488.0,67,1,1064.28,2,1,3,213,6,Almost Lost
14489.0,207,1,463.38,1,1,2,112,4,Lost Customers
14491.0,175,2,340.93,1,2,2,122,5,Lost Customers
14493.0,7,5,2383.2400000000002,4,3,4,434,11,Loyal Customer
14494.0,25,1,139.56,3,1,1,311,5,Lost Customers
14495.0,50,2,123.80000000000001,3,2,1,321,6,Almost Lost
14496.0,311,2,538.8100000000001,1,2,2,122,5,Lost Customers
14497.0,309,1,475.37,1,1,2,112,4,Lost Customers
14498.0,42,5,1957.32,3,3,4,334,10,Loyal Customer
14499.0,26,3,808.44,3,3,3,333,9,Big Spenders
14500.0,88,3,356.85,2,3,2,232,7,Almost Lost
14501.0,183,2,251.21,1,2,1,121,4,Lost Customers
14502.0,19,11,2429.83,3,4,4,344,11,Loyal Customer
14503.0,3,6,3543.26,4,4,4,444,12,Best Customer
14504.0,47,4,673.26,3,3,3,333,9,Big Spenders
14505.0,17,8,5859.43,4,4,4,444,12,Best Customer
14506.0,17,5,1960.65,4,3,4,434,11,Loyal Customer
14507.0,23,6,1367.88,3,4,3,343,10,Loyal Customer
14508.0,22,2,268.05,3,2,1,321,6,Almost Lost
14511.0,11,5,1314.81,4,3,3,433,10,Loyal Customer
14512.0,187,2,275.28,1,2,1,121,4,Lost Customers
14513.0,100,3,455.59000000000003,2,3,2,232,7,Almost Lost
14514.0,61,3,990.2,2,3,3,233,8,Big Spenders
14515.0,17,6,2076.89,4,4,4,444,12,Best Customer
14517.0,33,2,330.45,3,2,2,322,7,Almost Lost
14518.0,64,1,174.37,2,1,1,211,4,Lost Customers
14520.0,1,2,270.6,4,2,1,421,7,Almost Lost
14522.0,24,4,974.54,3,3,3,333,9,Big Spenders
14523.0,108,1,241.09,2,1,1,211,4,Lost Customers
14524.0,31,9,1843.83,3,4,4,344,11,Loyal Customer
14525.0,19,9,4215.9,3,4,4,344,11,Loyal Customer
14527.0,2,55,8507.13,4,4,4,444,12,Best Customer
14528.0,37,1,364.21999999999997,3,1,2,312,6,Almost Lost
14529.0,60,3,578.61,2,3,2,232,7,Almost Lost
14530.0,25,6,2862.11,3,4,4,344,11,Loyal Customer
14532.0,236,4,932.85,1,3,3,133,7,Almost Lost
14533.0,24,7,1949.72,3,4,4,344,11,Loyal Customer
14534.0,2,18,4397.3,4,4,4,444,12,Best Customer
14535.0,60,3,2854.84,2,3,4,234,9,Big Spenders
14536.0,259,1,170.95,1,1,1,111,3,Lost Cheap Customers
14537.0,57,1,355.56,2,1,2,212,5,Lost Customers
14538.0,64,2,388.25,2,2,2,222,6,Almost Lost
14539.0,15,2,537.48,4,2,2,422,8,Big Spenders
14540.0,9,3,952.66,4,3,3,433,10,Loyal Customer
14541.0,58,8,1453.35,2,4,3,243,9,Big Spenders
14542.0,185,1,103.25,1,1,1,111,3,Lost Cheap Customers
14543.0,28,16,3599.73,3,4,4,344,11,Loyal Customer
14544.0,24,2,2004.3,3,2,4,324,9,Big Spenders
14546.0,5,5,2573.93,4,3,4,434,11,Loyal Customer
14547.0,3,8,3974.75,4,4,4,444,12,Best Customer
14548.0,150,2,652.8,1,2,3,123,6,Almost Lost
14549.0,311,1,289.24,1,1,1,111,3,Lost Cheap Customers
14550.0,10,2,757.37,4,2,3,423,9,Big Spenders
14551.0,18,2,186.23,3,2,1,321,6,Almost Lost
14552.0,151,1,164.22,1,1,1,111,3,Lost Cheap Customers
14553.0,19,5,859.27,3,3,3,333,9,Big Spenders
14554.0,10,4,2279.4900000000002,4,3,4,434,11,Loyal Customer
14555.0,57,2,312.54,2,2,2,222,6,Almost Lost
14557.0,85,1,788.38,2,1,3,213,6,Almost Lost
14560.0,7,22,2237.77,4,4,4,444,12,Best Customer
14561.0,75,3,1080.76,2,3,3,233,8,Big Spenders
14562.0,3,18,5006.77,4,4,4,444,12,Best Customer
14565.0,95,4,3099.12,2,3,4,234,9,Big Spenders
14567.0,56,2,1530.3600000000001,2,2,3,223,7,Almost Lost
14569.0,1,1,227.39,4,1,1,411,6,Almost Lost
14570.0,280,2,218.06,1,2,1,121,4,Lost Customers
14572.0,3,7,2804.54,4,4,4,444,12,Best Customer
14573.0,179,9,1639.82,1,4,4,144,9,Big Spenders
14576.0,372,1,35.400000000000006,1,1,1,111,3,Lost Cheap Customers
14577.0,12,4,859.71,4,3,3,433,10,Loyal Customer
14578.0,3,1,168.63,4,1,1,411,6,Almost Lost
14581.0,16,1,138.6,4,1,1,411,6,Almost Lost
14582.0,40,1,114.11,3,1,1,311,5,Lost Customers
14583.0,5,5,986.96,4,3,3,433,10,Loyal Customer
14584.0,169,4,1033.06,1,3,3,133,7,Almost Lost
14585.0,50,1,157.05,3,1,1,311,5,Lost Customers
14586.0,276,1,237.35999999999999,1,1,1,111,3,Lost Cheap Customers
14587.0,18,9,1580.29,3,4,4,344,11,Loyal Customer
14589.0,371,1,39.75,1,1,1,111,3,Lost Cheap Customers
14591.0,15,4,1320.21,4,3,3,433,10,Loyal Customer
14592.0,35,3,557.94,3,3,2,332,8,Big Spenders
14593.0,21,3,617.15,3,3,2,332,8,Big Spenders
14594.0,7,2,363.33,4,2,2,422,8,Big Spenders
14595.0,19,6,1740.6000000000001,3,4,4,344,11,Loyal Customer
14597.0,11,2,866.24,4,2,3,423,9,Big Spenders
14598.0,44,1,221.97,3,1,1,311,5,Lost Customers
14600.0,305,1,393.33000000000004,1,1,2,112,4,Lost Customers
14601.0,10,1,213.96,4,1,1,411,6,Almost Lost
14603.0,274,1,660.0,1,1,3,113,5,Lost Customers
14606.0,1,93,12076.15,4,4,4,444,12,Best Customer
14607.0,15,14,16209.5,4,4,4,444,12,Best Customer
14608.0,4,4,1785.15,4,3,4,434,11,Loyal Customer
14609.0,72,4,601.56,2,3,2,232,7,Almost Lost
14616.0,242,3,406.08000000000004,1,3,2,132,6,Almost Lost
14618.0,9,3,553.44,4,3,2,432,9,Big Spenders
14619.0,245,1,394.44,1,1,2,112,4,Lost Customers
14620.0,205,2,412.78000000000003,1,2,2,122,5,Lost Customers
14621.0,1,5,1788.3600000000001,4,3,4,434,11,Loyal Customer
14622.0,184,1,320.58000000000004,1,1,2,112,4,Lost Customers
14623.0,32,5,886.7,3,3,3,333,9,Big Spenders
14624.0,57,2,225.85,2,2,1,221,5,Lost Customers
14625.0,196,2,899.63,1,2,3,123,6,Almost Lost
14626.0,23,4,2791.27,3,3,4,334,10,Loyal Customer
14628.0,91,2,671.96,2,2,3,223,7,Almost Lost
14629.0,4,2,955.26,4,2,3,423,9,Big Spenders
14631.0,50,3,1006.98,3,3,3,333,9,Big Spenders
14632.0,262,1,114.56,1,1,1,111,3,Lost Cheap Customers
14633.0,266,1,344.90000000000003,1,1,2,112,4,Lost Customers
14636.0,36,2,609.85,3,2,2,322,7,Almost Lost
14638.0,50,1,443.6,3,1,2,312,6,Almost Lost
14639.0,52,6,2984.4900000000002,2,4,4,244,10,Loyal Customer
14640.0,24,6,2107.38,3,4,4,344,11,Loyal Customer
14641.0,21,1,110.46000000000001,3,1,1,311,5,Lost Customers
14642.0,58,1,96.12,2,1,1,211,4,Lost Customers
14643.0,170,2,693.8100000000001,1,2,3,123,6,Almost Lost
14644.0,67,2,830.76,2,2,3,223,7,Almost Lost
14645.0,156,2,597.09,1,2,2,122,5,Lost Customers
14647.0,201,1,236.04000000000002,1,1,1,111,3,Lost Cheap Customers
14649.0,4,4,1402.59,4,3,3,433,10,Loyal Customer
14651.0,67,2,653.75,2,2,3,223,7,Almost Lost
14652.0,77,1,114.18,2,1,1,211,4,Lost Customers
14653.0,1,7,1926.65,4,4,4,444,12,Best Customer
14655.0,8,4,1932.23,4,3,4,434,11,Loyal Customer
14656.0,169,2,291.05,1,2,1,121,4,Lost Customers
14657.0,17,4,848.22,4,3,3,433,10,Loyal Customer
14658.0,5,2,247.15,4,2,1,421,7,Almost Lost
14659.0,8,9,2529.93,4,4,4,444,12,Best Customer
14660.0,86,2,285.74,2,2,1,221,5,Lost Customers
14661.0,26,1,107.95,3,1,1,311,5,Lost Customers
14662.0,28,4,741.37,3,3,3,333,9,Big Spenders
14664.0,19,2,636.24,3,2,2,322,7,Almost Lost
14665.0,60,5,1835.7,2,3,4,234,9,Big Spenders
14666.0,24,1,195.25,3,1,1,311,5,Lost Customers
14667.0,10,25,9175.04,4,4,4,444,12,Best Customer
14669.0,241,3,1259.24,1,3,3,133,7,Almost Lost
14670.0,280,2,392.86,1,2,2,122,5,Lost Customers
14672.0,234,2,765.5500000000001,1,2,3,123,6,Almost Lost
14673.0,3,5,1736.4,4,3,4,434,11,Loyal Customer
14675.0,16,1,596.36,4,1,2,412,7,Almost Lost
14676.0,31,6,2548.2400000000002,3,4,4,344,11,Loyal Customer
14680.0,25,16,28754.11,3,4,4,344,11,Loyal Customer
14681.0,71,3,498.95,2,3,2,232,7,Almost Lost
14682.0,187,2,52.0,1,2,1,121,4,Lost Customers
14684.0,25,5,1201.51,3,3,3,333,9,Big Spenders
14687.0,106,1,628.38,2,1,2,212,5,Lost Customers
14688.0,7,21,5579.1,4,4,4,444,12,Best Customer
14689.0,208,1,112.80000000000001,1,1,1,111,3,Lost Cheap Customers
14690.0,44,2,355.05,3,2,2,322,7,Almost Lost
14691.0,30,5,2114.33,3,3,4,334,10,Loyal Customer
14692.0,137,4,591.55,2,3,2,232,7,Almost Lost
14693.0,264,1,172.9,1,1,1,111,3,Lost Cheap Customers
14696.0,4,7,2078.95,4,4,4,444,12,Best Customer
14697.0,218,2,188.61,1,2,1,121,4,Lost Customers
14698.0,1,5,1217.27,4,3,3,433,10,Loyal Customer
14699.0,214,1,109.13000000000001,1,1,1,111,3,Lost Cheap Customers
14700.0,32,3,2195.1,3,3,4,334,10,Loyal Customer
14701.0,10,9,2526.09,4,4,4,444,12,Best Customer
14702.0,1,17,3251.79,4,4,4,444,12,Best Customer
14703.0,14,1,318.17,4,1,2,412,7,Almost Lost
14704.0,11,9,1493.96,4,4,3,443,11,Loyal Customer
14705.0,198,1,179.0,1,1,1,111,3,Lost Cheap Customers
14708.0,2,3,1126.3700000000001,4,3,3,433,10,Loyal Customer
14709.0,15,13,4921.04,4,4,4,444,12,Best Customer
14710.0,14,4,599.48,4,3,2,432,9,Big Spenders
14711.0,10,11,2839.62,4,4,4,444,12,Best Customer
14712.0,29,3,917.07,3,3,3,333,9,Big Spenders
14713.0,9,11,2662.2,4,4,4,444,12,Best Customer
14714.0,24,1,160.19,3,1,1,311,5,Lost Customers
14715.0,24,4,867.38,3,3,3,333,9,Big Spenders
14716.0,43,2,307.51,3,2,2,322,7,Almost Lost
14719.0,1,5,1581.84,4,3,4,434,11,Loyal Customer
14720.0,5,3,663.81,4,3,3,433,10,Loyal Customer
14722.0,147,1,180.42,1,1,1,111,3,Lost Cheap Customers
14723.0,10,6,1122.36,4,4,3,443,11,Loyal Customer
14725.0,24,1,655.58,3,1,3,313,7,Almost Lost
14727.0,274,1,268.58,1,1,1,111,3,Lost Cheap Customers
14729.0,373,1,313.49,1,1,2,112,4,Lost Customers
14730.0,1,8,1897.57,4,4,4,444,12,Best Customer
14731.0,47,3,380.02,3,3,2,332,8,Big Spenders
14732.0,8,8,2702.4900000000002,4,4,4,444,12,Best Customer
14733.0,16,12,9585.91,4,4,4,444,12,Best Customer
14735.0,3,32,6065.6900000000005,4,4,4,444,12,Best Customer
14737.0,3,3,1164.55,4,3,3,433,10,Loyal Customer
14738.0,42,7,1314.45,3,4,3,343,10,Loyal Customer
14739.0,4,7,3902.28,4,4,4,444,12,Best Customer
14740.0,197,3,1448.21,1,3,3,133,7,Almost Lost
14741.0,11,6,1400.3400000000001,4,4,3,443,11,Loyal Customer
14744.0,16,7,1099.98,4,4,3,443,11,Loyal Customer
14745.0,112,5,1220.26,2,3,3,233,8,Big Spenders
14747.0,249,1,328.2,1,1,2,112,4,Lost Customers
14748.0,29,5,1415.75,3,3,3,333,9,Big Spenders
14752.0,43,1,389.64000000000004,3,1,2,312,6,Almost Lost
14753.0,87,1,563.15,2,1,2,212,5,Lost Customers
14754.0,44,2,638.05,3,2,2,322,7,Almost Lost
14755.0,9,11,5010.28,4,4,4,444,12,Best Customer
14756.0,15,1,738.96,4,1,3,413,8,Big Spenders
14757.0,75,1,420.5,2,1,2,212,5,Lost Customers
